observation_id,observed_at_utc,observer,match_id,competition_code,home_team,away_team,kickoff_utc,match_status_at_observation,within_freeze_window,expected_backend_outcome,actual_backend_outcome,freeze_record_present,diagnostic_present,diagnostic_type,variant_pair_complete,snapshot_frozen_at,freeze_lead_hours,duplicate_record_detected,pending_visible_correctly,settlement_state,post_match_link_ok,evidence_ref,notes,covered_case_ids,row_verdict
OBS-20260310-205810-544524,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544524,PD,team:football-data:79,team:football-data:559,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544525,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544525,PD,team:football-data:87,team:football-data:92,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544526,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544526,PD,team:football-data:78,team:football-data:77,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544527,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544527,PD,team:football-data:82,team:football-data:81,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544528,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544528,PD,team:football-data:94,team:football-data:558,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544529,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544529,PD,team:football-data:1048,team:football-data:285,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544530,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544530,PD,team:football-data:95,team:football-data:298,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544531,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544531,PD,team:football-data:77,team:football-data:79,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544532,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544532,PD,team:football-data:81,team:football-data:558,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544533,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544533,PD,team:football-data:88,team:football-data:559,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544534,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544534,PD,team:football-data:89,team:football-data:95,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544535,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544535,PD,team:football-data:1048,team:football-data:94,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544536,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544536,PD,team:football-data:86,team:football-data:263,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544537,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544537,PD,team:football-data:285,team:football-data:78,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544538,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544538,PD,team:football-data:298,team:football-data:90,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544539,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544539,PD,team:football-data:87,team:football-data:80,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544540,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544540,PD,team:football-data:92,team:football-data:82,2026-04-22T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-33.json,TOO_EARLY: lead=1011.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544541,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544541,PD,team:football-data:263,team:football-data:77,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544542,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544542,PD,team:football-data:90,team:football-data:1048,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544543,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544543,PD,team:football-data:558,team:football-data:285,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544544,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544544,PD,team:football-data:80,team:football-data:86,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544545,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544545,PD,team:football-data:82,team:football-data:87,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544546,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544546,PD,team:football-data:298,team:football-data:89,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544547,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544547,PD,team:football-data:95,team:football-data:78,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544548,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544548,PD,team:football-data:79,team:football-data:81,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544549,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544549,PD,team:football-data:94,team:football-data:88,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544550,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544550,PD,team:football-data:559,team:football-data:92,2026-05-03T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-34.json,TOO_EARLY: lead=1275.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544551,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544551,PD,team:football-data:77,team:football-data:95,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544552,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544552,PD,team:football-data:78,team:football-data:558,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544553,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544553,PD,team:football-data:81,team:football-data:86,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544554,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544554,PD,team:football-data:88,team:football-data:79,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544555,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544555,PD,team:football-data:89,team:football-data:94,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544556,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544556,PD,team:football-data:285,team:football-data:263,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544557,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544557,PD,team:football-data:92,team:football-data:90,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544558,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544558,PD,team:football-data:559,team:football-data:80,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544559,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544559,PD,team:football-data:1048,team:football-data:82,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544560,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544560,PD,team:football-data:87,team:football-data:298,2026-05-10T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-35.json,TOO_EARLY: lead=1443.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544561,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544561,PD,team:football-data:263,team:football-data:81,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544562,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544562,PD,team:football-data:90,team:football-data:285,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544563,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544563,PD,team:football-data:558,team:football-data:88,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544564,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544564,PD,team:football-data:82,team:football-data:89,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544565,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544565,PD,team:football-data:298,team:football-data:92,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544566,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544566,PD,team:football-data:80,team:football-data:77,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544567,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544567,PD,team:football-data:79,team:football-data:78,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544568,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544568,PD,team:football-data:95,team:football-data:87,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544569,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544569,PD,team:football-data:94,team:football-data:559,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544570,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544570,PD,team:football-data:86,team:football-data:1048,2026-05-13T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-36.json,TOO_EARLY: lead=1515.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
